17,1,11,21,164.651,1,2,18932.5,4698.65
17,2,12,17,232.354,2,1,24634.1,6894.2
19,1,13,4,86.703,2,2,19503.2,3357.39
19,2,14,7,90.89,1,1,27341.3,3724.59
23,1,21,1,124.031,1,1,27952.3,5021.65
23,2,22,2,146.661,2,2,17940.9,3544.88
24,1,25,23,864.121,1,2,20497.5,3082.28
24,2,27,5,311.13,2,1,27486.6,5034.26
25,1,23,16,241.165,2,1,26685.1,4026.15
25,2,24,23,106.541,1,2,18522.3,4362.63
26,1,26,18,170.657,1,1,32080.4,3713.62
26,2,28,20,202.731,2,2,18850.9,2685.68
27,1,29,3,49.642,1,1,0.0,0.0
28,1,30,5,67.849,1,2,0.0,0.0
29,1,31,18,917.372,1,1,26108.8,4625.22
29,2,32,19,917.086,2,2,18513.7,2692.87
30,1,33,17,141.221,1,2,18949.2,3634.93
30,2,34,25,270.257,2,1,30253.3,8472.33
31,1,35,8,118.342,1,1,28994.8,4170.1
31,2,36,1,215.492,2,2,18922.1,4042.45
32,1,37,11,94.986,1,2,0.0,0.0
33,1,38,4,54.072,1,1,0.0,0.0
35,1,39,1,128.945,2,1,24037.4,5797.2
35,2,40,7,110.374,1,2,18454.2,2791.81
36,1,41,3,8.589,1,1,0.0,0.0
38,1,42,5,54.518,2,1,29722.4,4024.1
38,2,43,23,147.478,1,2,19612.0,2774.89
40,1,44,5,92.296,2,2,0.0,0.0
40,2,45,1,43.815,1,1,0.0,0.0
41,1,46,6,106.669,2,1,25939.7,4001.11
41,2,47,6,98.666,1,2,18618.6,2885.81
43,1,48,7,56.707,2,2,18054.1,3169.96
43,2,49,23,133.911,1,1,29964.5,4057.93
44,1,50,1,8.933,2,1,22839.7,7105.47
44,2,51,2,22.759,1,2,18042.7,5173.38
49,1,52,24,224.244,1,1,27903.7,3325.37
49,2,53,16,170.634,2,2,18103.3,2795.85
50,1,54,7,65.449,1,2,0.0,0.0
51,1,55,1,75.519,1,1,0.0,0.0
52,1,56,3,27.579,1,2,18156.7,3745.12
52,2,57,1,32.079,2,1,25026.5,4647.51
53,1,58,23,201.595,1,1,0.0,0.0
54,1,59,16,115.727,1,2,18290.4,2868.35
54,2,60,41,304.235,2,1,28645.1,3453.9
55,1,61,15,791.569,1,1,25046.8,6803.55
55,2,65,8,573.567,2,2,19142.7,4369.49
56,1,62,23,230.06,1,2,18639.3,2619.2
56,2,63,21,446.453,2,1,24942.8,4904.41
58,1,64,10,277.865,1,1,27376.3,3956.63
58,2,66,4,114.814,2,2,19472.2,3319.73
59,1,67,3,36.311,1,2,18291.2,3705.68
59,2,68,5,118.776,2,1,27895.3,7123.56
60,1,69,6,70.619,1,1,29103.9,5248.35
60,2,70,5,78.402,2,2,20303.9,3246.88
61,1,71,8,277.765,1,2,18798.9,2994.66
61,2,72,7,304.647,2,1,26395.8,3777.35
63,1,75,8,79.445,2,2,18435.9,2909.06
63,2,76,5,83.348,1,1,25651.8,4608.12
64,1,77,8,97.98,2,2,18748.5,3394.01
64,2,78,8,73.417,1,1,25878.7,4651.68
65,1,80,18,188.477,2,1,32064.3,5296.31
65,2,82,20,125.384,1,2,18718.9,2709.9
66,1,79,5,56.171,2,1,29967.9,6229.23
66,2,81,14,57.006,1,2,18674.6,2811.56
67,1,83,10,91.871,2,2,18475.7,2783.35
67,2,84,12,161.545,1,1,26409.0,4251.64
68,1,85,20,162.082,2,2,18500.8,2587.25
68,2,86,42,235.597,1,1,27256.3,3276.64
69,1,87,2,20.851,2,1,25144.6,7256.84
69,2,88,7,78.23,1,2,18261.0,3442.94
70,1,89,3,183.102,2,2,0.0,0.0
71,1,90,19,168.232,2,1,28708.3,4602.85
71,2,91,16,73.683,1,2,18658.5,2865.3
74,1,92,6,217.666,2,2,18579.9,3742.31
74,2,93,9,159.441,1,1,30579.7,4176.25
75,1,94,2,43.492,2,1,25349.2,4690.3
75,2,95,4,26.075,1,2,18078.8,3128.21
76,1,96,37,872.654,2,2,20913.5,3954.06
76,2,97,34,333.109,1,1,30575.4,5449.36
77,1,98,28,298.987,2,1,25322.8,5850.77
77,2,99,17,138.847,1,2,18211.6,4399.83
78,1,100,16,267.397,2,2,18442.6,2454.79
78,2,101,15,99.404,2,2,18451.6,2583.08
78,3,102,8,73.573,1,1,24802.3,2000.51
79,1,103,6,119.406,2,1,25211.3,5066.89
79,2,104,8,49.758,1,2,18322.9,3050.31
81,1,105,15,233.426,2,1,25469.7,4815.75
81,2,106,4,33.598,1,2,18379.9,4180.1
83,1,107,6,92.956,2,2,18550.9,3626.87
83,2,108,5,84.943,1,1,27239.8,3967.65
84,1,109,7,140.055,2,1,26069.3,4321.32
84,2,110,4,27.703,1,2,18464.3,3206.17
85,1,111,8,354.286,2,1,25030.3,4902.25
85,2,112,18,166.634,1,2,18522.0,2749.91
86,1,113,11,203.079,2,2,18461.4,2920.52
86,2,114,13,75.271,1,1,26220.0,5403.34
